"","X","Address","Restaurant","Food","Price","Cuisine","Latitude","Longitude","City"
"4622",4622,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak and Cheese Super Combo Hot Sub",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4623",4623,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Stir Fry Hot Sub",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4624",4624,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Kabob Hot Sub",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4625",4625,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Tips Hot Sub",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4626",4626,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Fish Sub",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4627",4627,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken, Ranch and Bacon Hot Sub",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4628",4628,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Chicken Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4629",4629,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Meatball Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4630",4630,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Cheeseburger Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4631",4631,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Hot Pastrami Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4632",4632,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","B.L.T. Hot Sub",8.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4633",4633,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Turkey Club Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4634",4634,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Veal Parm Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4635",4635,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Eggplant Parm Hot Sub",8.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4636",4636,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Parm Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4637",4637,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Veggie Hot Sub",8.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4638",4638,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Buffalo Chicken Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4639",4639,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Cutlet Hot Sub",8.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4640",4640,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Cordon Blue Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4641",4641,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Ham, Egg and Cheese Sub",9.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4642",4642,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Pepper, Egg and Cheese Sub",9.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4643",4643,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Sausage, Egg and Cheese Sub",9.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4644",4644,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Bacon, Egg and Cheese Sub",9.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4645",4645,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak, Egg and Cheese Sub",9.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4646",4646,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Greek Sub",9.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4647",4647,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","French Toast",0,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4648",4648,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Italian Cold Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4649",4649,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Ham and Cheese Cold Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4650",4650,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Turkey Cold Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4651",4651,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Tuna Fish Cold Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4652",4652,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Crab Meat Cold Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4653",4653,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","American Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4654",4654,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Salad Cold Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4655",4655,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak and Cheese Wrap",9.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4656",4656,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Onions and Cheese Wrap",10.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4657",4657,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Peppers and Cheese Wrap",10.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4658",4658,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Mushrooms and Cheese Wrap",10.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4659",4659,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Combo Wrap",11,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4660",4660,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Buffalo Steak Wrap",10.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4661",4661,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak and Cheese Super Combo Wrap",12.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4662",4662,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Stir Fry Wrap",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4663",4663,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Kabob Wrap",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4664",4664,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Tips Wrap",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4665",4665,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Gyro Wrap",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4666",4666,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Ranch and Bacon Wrap",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4667",4667,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Chicken Wrap",9.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4668",4668,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Meatball Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4669",4669,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Cheeseburger Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4670",4670,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Hot Pastrami Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4671",4671,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","B.L.T. Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4672",4672,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Turkey Club Wrap",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4673",4673,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Veal Parm Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4674",4674,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Eggplant Parm Wrap",10.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4675",4675,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Parm Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4676",4676,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Veggie Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4677",4677,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Buffalo Chicken Wrap",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4678",4678,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Cutlet Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4679",4679,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Cordon Blue Wrap",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4680",4680,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Chicken Spinach Wrap",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4681",4681,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Mediterranean Wrap",9.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4682",4682,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Tip Caesar Wrap",10.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4683",4683,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Chicken Caesar Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4684",4684,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Italian Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4685",4685,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Ham and Cheese Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4686",4686,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Turkey Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4687",4687,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Tuna Fish Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4688",4688,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Salad Wrap",10,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4689",4689,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grill Shrimp Caesar Wrap",11,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4690",4690,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Veggie and Cheese Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4691",4691,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Tip and Cheese Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4692",4692,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak and Cheese Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4693",4693,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken, Rice and Cheese Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4694",4694,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Fajita with Cheese Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4695",4695,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Chicken and Cheese Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4696",4696,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Buffalo Chicken and Cheese Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4697",4697,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","BBQ Chicken and Cheese Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4698",4698,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken, Jalapeno and Cheese Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4699",4699,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Ham & Cheese Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4700",4700,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Shrimp Scampi Quesadilla",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
